"Location.City","Location.State","Location.Country","Data.Shape","Data.Encounter duration","Data.Description excerpt","Location.Coordinates.Latitude ","Location.Coordinates.Longitude ","Dates.Sighted.Year","Dates.Sighted.Month","Date.Sighted.Day","Dates.Sighted.Hour","Dates.Sighted.Minute","Dates.Documented.Year","Dates.Documented.Month","Dates.Documented.Day"
"homer","AK","US","flash","1200.0","Strobe light","59.6425","-151.5483333","2012","11","2","22","0","2012","11","19"
"homer","AK","US","light","1800.0","Multiple lights executing strange maneuvers by darting back and forth&#44 blinking on and off and moving in geometric patterns.","59.6425","-151.5483333","2012","7","18","1","0","2014","5","8"
"homer","AK","US","light","1800.0","Multiple lights executing strange maneuvers by darting back and forth&#44 blinking on and off and moving in geometric patterns.","59.6425","-151.5483333","2012","7","18","1","0","2012","8","19"
"homer","AK","US","other","5.0","dark road....felt strange.....triangle.....","59.6425","-151.5483333","2000","11","7","0","10","2000","12","2"
"homer","AK","US","oval","40.0","Single light changing to multiple lights and back","59.6425","-151.5483333","2009","8","8","23","40","2009","8","27"
"hooper bay","AK","US","unknown","300.0","I observed an aircraft flying above our town at low altitudes at varying speeds and the aircraft did not make any noticible sound.","61.5311111","-166.0966667","2011","3","15","0","3","2011","3","23"
"juneau","AK","US","circle","7200.0","My Brother and I believed we saw something that sped up time with light&#39s from a ship. While we were in transit with a Vessel to Seattl","58.3019444","-134.4197222","1985","9","5","1","30","1999","4","26"
"juneau","AK","US","disk","15.0","Saucer-like craft flies northwest","58.3019444","-134.4197222","2005","4","23","18","30","2005","5","11"
"juneau","AK","US","fireball","60.0","Missile like fireball seen in Juneau&#44 Alaska.","58.3019444","-134.4197222","2010","11","19","16","10","2010","11","21"
"juneau","AK","US","light","7200.0","A friend and I saw a strange low altitudebright object flashing orange and greenrotating colors on Easter night in Juneau&#44Alaska. When","58.3019444","-134.4197222","1997","3","31","21","0","1998","3","7"
"juneau","AK","US","light","600.0","Bright silent object seen traveling in night sky","58.3019444","-134.4197222","2011","1","8","17","20","2011","1","31"
"juneau","AK","US","other","900.0","Earliest encounter&#44 half-moon shaped object shot paralyzing light beam through bedroom window.","58.3019444","-134.4197222","1968","12","20","2","0","1999","8","30"
"juneau","AK","US","other","900.0","Strange half-moon shaped thing shoots light into room&#44 causes paralysis and other effects.","58.3019444","-134.4197222","1968","12","20","2","0","1999","11","2"
"juneau","AK","US","sphere","900.0","Deep black sphere about 1 meter diameter emits paralyzing orange beam","58.3019444","-134.4197222","1982","6","15","14","0","1999","11","2"
"juneau","AK","US","triangle","10.0","Triangular shaped craft with red lights seen lowering from the sky.","58.3019444","-134.4197222","2009","6","27","2","30","2009","8","5"
"juneau","AK","US","triangle","60.0","Seeing 3 space crafts in one night&#44","58.3019444","-134.4197222","1998","9","2","23","0","2003","7","16"
"kaktovik","AK","US","light","1800.0","Three lights dancing around each other","70.1319444","-143.6238889","2009","12","1","16","0","2009","12","12"
"kenai","AK","US","cigar","600.0","BACK in 1997 I seen a Cigar shaped UFO.","60.5544444","-151.2583333","1997","8","8","23","0","2005","9","2"
"kenai","AK","US","cone","40.0","While bringing my children into school we all witness a white object in a cone shape moving across the horizon. My daughter saw it firs","60.5544444","-151.2583333","2000","2","23","8","18","2000","2","23"
"kenai","AK","US","flash","30.0","A Light In The Sky","60.5544444","-151.2583333","2003","9","10","23","30","2003","9","12"
"kenai","AK","US","light","5.0","Light quickly grows in intensity and then fades to nothing.","60.5544444","-151.2583333","1987","1","30","21","0","2007","4","27"
"kenai","AK","US","light","300.0","My brother and I saw what we thought was a car approaching on the rise of a hill.  The lights were so bright we turned our eyes away fr","60.5544444","-151.2583333","1969","11","22","17","0","2002","1","11"
"kenai","AK","US","light","7200.0","Strange fast moving lights high in the sky","60.5544444","-151.2583333","2014","4","9","11","30","2014","4","11"
"kenai","AK","US","light","900.0","At first they looked like bright stars&#44 but stars don&#39t move&#44 right?","60.5544444","-151.2583333","2004","1","1","0","0","2008","3","4"
"kenai","AK","US","oval","60.0","Bright white oval seemed to come out of nowhere and hovered silently towards the mount Redoubt area","60.5544444","-151.2583333","2014","4","2","11","0","2014","4","4"
"ketchikan","AK","US","circle","7.0","saw a bright objet in an area where there is or never has been any thing","55.3422222","-131.6461111","1999","8","11","23","7","1999","8","30"
"ketchikan","AK","US","fireball","120.0","Fireball like object seen above the small island city of Ketchikan&#44 Alaska.","55.3422222","-131.6461111","2014","4","11","21","30","2014","4","18"
"ketchikan","AK","US","light","4.0","Explosive light over Alaska skies","55.3422222","-131.6461111","2004","1","30","20","0","2004","1","31"
"ketchikan","AK","US","light","7200.0","Square formation of 4 lighthouse like beacons rotating in sequence clockwise.","55.3422222","-131.6461111","2012","11","9","22","0","2012","11","19"
"ketchikan","AK","US","light","960.0","Light stayed over airport and slowly went left to right. Then it got really bright and dimmed and was gone.","55.3422222","-131.6461111","2013","12","5","17","4","2013","12","12"
"ketchikan","AK","US","light","20.0","White light flew across sky and then shot strait up faded to red and dissapeared","55.3422222","-131.6461111","2012","11","8","16","30","2012","11","19"
"ketchikan","AK","US","rectangle","180.0","Aircraft carrier shaped UFO","55.3422222","-131.6461111","1978","8","5","14","0","2009","4","14"
"kodiak","AK","US","light","600.0","didn&#39t behave like a toy helicopter&#44 hikers or hunters","57.79","-152.4072222","2008","10","3","20","0","2008","10","31"
"kodiak","AK","US","light","180.0","3 lights in the dark clear sky  manuvering in an uncomprhensable pattern at a high rate of speed over kodiak in nov 1998.","57.79","-152.4072222","1998","11","18","18","0","2009","12","12"
"kodiak","AK","US","other","300.0","Huge and change of vector into sky.","57.79","-152.4072222","2013","10","12","14","35","2013","10","14"
"kodiak","AK","US","sphere","60.0","Red light over Kodiak.","57.79","-152.4072222","2014","4","19","0","4","2014","4","24"
"kodiak","AK","US","triangle","180.0","Three white lights triangular shape seen over Pillar Mountain Kodiak Alaska.","57.79","-152.4072222","2013","7","25","1","15","2013","8","30"
"kotzebue","AK","US","disk","10.0","Saucer shaped aircraft taking off. Unbelievable acceleration. A bluish neon round light (glow) underneath the aircraft.","66.8983333","-162.5966667","2002","10","18","5","30","2008","6","12"
"nenana","AK","US","fireball","1.0","Streaking&#44 glowing object bursts into bright green fireball and disappears","64.5638889","-149.0930556","2001","9","15","23","55","2001","10","12"
"nenana","AK","US","light","1200.0","Several stars moving then stopping and moving again in another direction.","64.5638889","-149.0930556","1999","9","1","22","0","2005","5","24"
"nenana","AK","US","oval","900.0","the object had a large spot light&#44 shining straight down towards the groung.","64.5638889","-149.0930556","1962","8","15","19","0","2003","3","21"
"newhalen","AK","US","light","7200.0","Bright red light fills sky.","59.72","-154.8972222","2001","11","4","22","30","2001","11","20"
"nikiski","AK","US","light","600.0","6 orange independently flying lights.","60.6902778","-151.2888889","2014","3","25","22","0","2014","3","27"
"nikiski","AK","US","other","8.0","It was late at night&#44 and I was up to my usual again&#44 listening to Art Bell&#44 looking for things in the sky. I had &quot;One of those feeling","60.6902778","-151.2888889","1999","5","8","0","0","1999","5","24"
"nikiski","AK","US","triangle","900.0","three of us were traveling to town when we witnessed what seemed to be a star       shaped bright light. As we approched the light&#44 we","60.6902778","-151.2888889","2005","6","16","19","0","2006","7","16"
"ninilchik","AK","US","circle","600.0","4 ufo&#39s lights over Cook Inlet.","60.0513889","-151.6688889","2014","3","12","23","30","2014","4","4"
"ninilchik","AK","US","light","7200.0","two bright spots&#44very close together. rays of color shooting to all sides&#44stayed in same spot on horizon","60.0513889","-151.6688889","2011","3","7","21","0","2011","3","10"
"north pole","AK","US","fireball","45.0","White/Blue fireball object fell from the sky.","64.7511111","-147.3494444","1999","2","12","1","30","2005","5","24"
"north pole","AK","US","flash","5.0","Bright orange flashes lasting only a few seconds in North Pole&#44 Alaska.","64.7511111","-147.3494444","2013","12","9","21","0","2013","12","12"
"north pole","AK","US","flash","3.0","Dim flash of orange lasting a few seconds that came from above and illuminated 30 ft. trees.","64.7511111","-147.3494444","2013","12","12","22","30","2013","12","23"
"north pole","AK","US","formation","10800.0","((HOAX??))  Strange ships and electrical interference.","64.7511111","-147.3494444","2007","6","30","22","9","2007","8","7"
"north pole","AK","US","light","15.0","It was late at night and me and my mother were taking our dog out. It was late at night so the sky was almost pitch black with but a fe","64.7511111","-147.3494444","2012","10","25","23","0","2012","12","20"
"north pole","AK","US","light","60.0","Two lights in the sky moving opposet each other not making sound","64.7511111","-147.3494444","2013","3","16","5","10","2013","5","15"
"north pole","AK","US","other","30.0","&#39Rocket boosters&#39  over North Pole AK","64.7511111","-147.3494444","2002","2","6","0","35","2002","2","22"
"north pole","AK","US","other","20.0","A tall line of green light from the ground up into the sky&#44 3&quot; wide&#44 bright glowing for 20 sec. then narrowing until it was gone.","64.7511111","-147.3494444","2006","11","10","23","15","2006","12","7"
"north pole","AK","US","oval","2.0","Large white ball in the sky","64.7511111","-147.3494444","2006","6","15","1","43","2006","7","16"
"north pole","AK","US","sphere","90.0","Red orb&#44 blue orb...similar to the Marfa Lights","64.7511111","-147.3494444","1998","3","15","20","0","2005","5","24"
"north pole","AK","US","sphere","3600.0","Bright Orange Sphere hovering low on horizon&#44 rotating with &quot;outer aurora&quot; glow. Identical to objects reported in 09/24/98 and 02/10/99","64.7511111","-147.3494444","2000","12","15","16","36","2000","12","20"
"north pole","AK","US","sphere","1200.0","At about 2040 AKST North Pole Alaska area toward the NorthEast my wife and I witnessed a bright &quot;Orange Sphere&quot; hovering low on horizon","64.7511111","-147.3494444","1999","2","10","20","40","1999","4","2"
"north pole","AK","US","sphere","600.0","Two Orange sphere appeared low on horizon just to left of North Star.  One was hidden during filming I believe by trees.  They hovered&#44","64.7511111","-147.3494444","1998","9","24","22","35","1998","9","26"
"north pole","AK","US","triangle","480.0","Triangle shaped&#44 orange and yellow light. moving in erratic behavior for about  8 min.","64.7511111","-147.3494444","2011","12","30","4","47","2012","1","12"
"north pole","AK","US","triangle","1200.0","It was dark and we noticed six circular lights in a triangular formation pretty high up in the sky moving pretty slow from the south we","64.7511111","-147.3494444","2011","1","5","20","0","2012","1","24"
"north pole","AK","US","unknown","600.0","Strange black craft that blocks out stars.","64.7511111","-147.3494444","2000","12","12","22","0","2005","5","24"
"north pole","AK","US","unknown","10.0","Strange noisy craft in North Pole","64.7511111","-147.3494444","1997","5","20","15","0","2005","5","24"
"north pole","AK","US","unknown","4800.0","Flash of light and loss of time","64.7511111","-147.3494444","1988","7","1","0","0","2008","4","17"
"nulato","AK","US","light","2700.0","Light floating around people in village of Alaska","64.7194444","-158.1030556","1975","6","15","18","30","2003","5","2"
"nunapitchuk","AK","US","fireball","180.0","Red fireball looking object passing a village in Alaska.","60.8969444","-162.4594444","2008","1","1","0","8","2008","1","21"
"palmer","AK","US","circle","900.0","Orange circles above Palmer.","61.5997222","-149.1127778","2013","8","30","4","0","2013","8","30"
"palmer","AK","US","circle","60.0","Vertical string of 5 orange lights in the sky.","61.5997222","-149.1127778","2013","3","1","21","0","2013","3","3"
"palmer","AK","US","cylinder","1200.0","Large orange cylindrical object flying over and near Pioneer Peak Alaska (6&#44000 ft in elevation)","61.5997222","-149.1127778","2013","11","18","21","0","2013","11","20"
"palmer","AK","US","fireball","1200.0","It&#39s snowing hard our first real snow of the season... I went in the kitchen and happened to glance out the window and I saw these fire","61.5997222","-149.1127778","2013","11","10","19","30","2013","11","11"
